0,2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,1,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000,1,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,1,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000,1,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,4,0,10000,10000
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,3,10000,10000,10000,10000,10000,10000,10000,0,2
10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,4,0
